customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_contract,account_paperlessbilling,account_paymentmethod,account_charges_monthly,account_charges_total,cuentas_diarias,account_charges_monthly_normalized,cuentas_diarias_normalized
6519-CFDBX,0.0,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.4,80.95,1.51,0.27014925373134324,0.26865671641791045
6519-JNHOZ,,Female,0,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,65.65,3094.65,2.19,0.47164179104477616,0.4716417910447761
6519-ZHPXP,0.0,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.3,7679.65,3.61,0.8960199004975125,0.8955223880597015
6521-YYTYI,1.0,Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.3,93.3,3.11,0.7467661691542288,0.7462686567164178
6522-OIQSX,0.0,Female,0,Yes,Yes,69,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),54.95,3772.5,1.83,0.36517412935323385,0.364179104477612
6522-YRBXD,0.0,Male,1,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.55,3365.4,3.15,0.7592039800995024,0.7582089552238805
6527-PZFPV,0.0,Male,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.8,469.65,0.69,0.025373134328358218,0.02388059701492536
6532-YLWSI,1.0,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.8,1021.8,0.69,0.025373134328358218,0.02388059701492536
6532-YOHZY,,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,4900.65,3.66,0.9104477611940298,0.9104477611940299
6537-OTKMY,0.0,Male,0,No,No,15,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,50.75,688.2,1.69,0.32338308457711445,0.32238805970149254
6537-QLGEX,0.0,Female,0,No,No,16,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,38.9,664.4,1.3,0.20547263681592037,0.20597014925373136
6538-POCHL,0.0,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.0,2576.8,2.63,0.6044776119402985,0.6029850746268657
6542-LWGXJ,0.0,Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.0,78.25,0.83,0.06716417910447761,0.06567164179104476
6543-CPZMK,1.0,Male,0,Yes,Yes,9,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.95,248.95,1.0,0.11641791044776119,0.11641791044776119
6543-JXSOO,0.0,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,57.75,1282.85,1.92,0.39303482587064675,0.39104477611940297
6543-XRMYR,1.0,Female,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,3.32,0.8104477611940298,0.8089552238805969
6546-OPBBH,0.0,Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.95,1216.35,0.8,0.05671641791044776,0.05671641791044778
6547-ETRKK,,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.8,1021.8,0.69,0.025373134328358218,0.02388059701492536
6549-BTYPG,0.0,Female,0,Yes,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.8,3603.45,2.03,0.4233830845771144,0.42388059701492536
6549-NNDYT,0.0,Female,0,No,No,13,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.85,394.1,1.03,0.12537313432835823,0.12537313432835823
6549-YMFAW,0.0,Male,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.25,204.55,0.71,0.029850746268656716,0.02985074626865671
6551-GNYDG,0.0,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,2.7,0.6233830845771144,0.6238805970149255
6551-VLJMV,0.0,Male,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,679,0.67,0.017910447761194038,0.017910447761194045
6551-ZCOTS,0.0,Male,1,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.9,847.8,0.83,0.0661691542288557,0.06567164179104476
6554-ONRKJ,,Male,0,No,Yes,39,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),54.85,2191.7,1.83,0.364179104477612,0.364179104477612
6556-DBKZF,0.0,Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,76.05,5436.45,2.53,0.5751243781094527,0.5731343283582089
6557-BZXLQ,0.0,Male,1,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,1043.3,2.32,0.5114427860696518,0.5104477611940298
6559-ILWKJ,1.0,Male,0,Yes,No,71,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,49.35,3515.25,1.64,0.309452736318408,0.30746268656716413
6559-PDZLR,0.0,Male,0,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.65,2537,3.29,0.8,0.8
6559-RAKOZ,0.0,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,97.95,4917.9,3.26,0.7930348258706468,0.7910447761194029
6563-VNPMN,0.0,Female,1,No,No,45,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.7,3778.1,2.86,0.6711442786069652,0.6716417910447761
6563-VRERX,0.0,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,690.25,0.69,0.02338308457711444,0.02388059701492536
6567-HOOPW,1.0,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.2,79.2,2.64,0.6064676616915423,0.6059701492537314
6568-POCUI,0.0,Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,3.17,0.7656716417910449,0.764179104477612
6569-KTMDU,0.0,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,0.64,0.008457711442786084,0.008955223880597022
6572-ADKRS,0.0,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,2.49,0.5626865671641791,0.5611940298507464
6574-MCOEH,0.0,Female,0,Yes,Yes,33,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.15,2531.4,2.64,0.6059701492537314,0.6059701492537314
6575-SUVOI,0.0,Female,1,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65,2.32,0.5099502487562189,0.5104477611940298
6576-FBXOJ,0.0,Male,0,Yes,No,17,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.6,934.8,1.82,0.3616915422885572,0.3611940298507462
6578-KRMAW,0.0,Male,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.4,2979.3,3.11,0.7477611940298508,0.7462686567164178
6579-JPICP,0.0,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,0.68,0.021393034825870634,0.02089552238805972
6581-NQCBA,1.0,Female,0,Yes,No,16,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.95,810.2,1.66,0.3154228855721393,0.3134328358208955
6582-OIVSP,0.0,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,1.51,0.2691542288557214,0.26865671641791045
6582-PLFUU,0.0,Male,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,1086.75,0.65,0.012935323383084583,0.011940298507462697
6583-KQJLK,0.0,Female,1,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.65,1285.05,3.16,0.7601990049751244,0.7611940298507464
6583-QGCSI,1.0,Female,1,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.05,4367.35,2.94,0.6945273631840796,0.6955223880597015
6583-SZVGP,0.0,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,5067.45,3.6,0.8940298507462686,0.8925373134328358
6584-VQMYT,0.0,Male,0,No,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.2,1567.55,1.87,0.3776119402985075,0.3761194029850747
6585-WCEWR,0.0,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.35,1354.4,0.68,0.020895522388059716,0.02089552238805972
6586-MYGKD,0.0,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),76.95,5289.8,2.56,0.5840796019900498,0.582089552238806
6586-PSJOX,0.0,Male,0,No,Yes,15,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),55.2,864.55,1.84,0.36766169154228856,0.3671641791044776
6591-QGOYB,0.0,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,1672.1,3.56,0.8796019900497513,0.8805970149253731
6595-COKXZ,1.0,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.45,44.45,1.48,0.26069651741293537,0.25970149253731345
6595-YGXIT,1.0,Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.95,2291.2,2.97,0.7034825870646766,0.7044776119402986
6598-KELSS,0.0,Male,0,No,Yes,50,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),43.05,2208.05,1.43,0.24676616915422883,0.24477611940298505
6598-RFFVI,1.0,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,0.64,0.010447761194029858,0.008955223880597022
6599-CEBNN,1.0,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,2.47,0.554228855721393,0.555223880597015
6599-GZWCM,0.0,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,74.65,966.25,2.49,0.5611940298507463,0.5611940298507464
6599-RCLCJ,1.0,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.55,5124.55,3.65,0.9084577114427861,0.9074626865671641
6599-SFQVE,0.0,Female,0,No,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,340.4,1.83,0.3656716417910448,0.364179104477612
6603-QWSPR,0.0,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,4904.2,3.48,0.8572139303482588,0.8567164179104477
6603-YRDCJ,0.0,Male,0,Yes,No,33,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.05,2018.4,2.03,0.42587064676616915,0.42388059701492536
6608-QQLVK,1.0,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.5,50.5,1.68,0.3208955223880597,0.31940298507462683
6609-MXJHJ,0.0,Female,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.1,789.55,0.84,0.06815920398009952,0.06865671641791044
6614-FHDBO,0.0,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,3.64,0.9049751243781095,0.9044776119402985
6614-VBEGU,0.0,Female,0,Yes,No,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,2.32,0.509452736318408,0.5104477611940298
6614-YOLAC,0.0,Female,0,Yes,Yes,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,58.65,4145.25,1.95,0.40199004975124375,0.39999999999999997
6614-YWYSC,0.0,Male,1,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.0,1501.75,0.83,0.06716417910447761,0.06567164179104476
6615-NGGZJ,1.0,Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.55,1415.55,3.35,0.8189054726368159,0.817910447761194
6615-ZGEDR,1.0,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,0.66,0.014427860696517405,0.014925373134328372
6616-AALSR,0.0,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.3,6725.3,3.48,0.8562189054726368,0.8567164179104477
6617-WLBQC,0.0,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),81.85,1810.85,2.73,0.6328358208955224,0.6328358208955224
6618-RYATB,1.0,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.55,79.55,2.65,0.6099502487562188,0.608955223880597
6619-RPLQZ,0.0,Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,892.15,0.7,0.025870646766169167,0.026865671641791034
6620-HVDUJ,0.0,Male,0,No,No,24,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),60.45,1440.75,2.02,0.41990049751243785,0.4208955223880597
6620-JDYNW,0.0,Female,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,60.6,1156.35,2.02,0.42139303482587065,0.4208955223880597
6621-NRZAK,0.0,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,1209.25,0.67,0.017412935323383085,0.017910447761194045
6621-YOBKI,0.0,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,92.75,0.68,0.020895522388059716,0.02089552238805972
6624-JDRDS,0.0,Female,0,No,No,6,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.45,161.45,0.98,0.11144278606965173,0.11044776119402985
6625-FLENO,0.0,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1185.95,0.69,0.024875621890547265,0.02388059701492536
6625-IUTTT,0.0,Male,0,No,No,67,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),65.55,4361.55,2.18,0.4706467661691542,0.4686567164179105
6625-UTXEW,0.0,Female,0,Yes,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.25,612.1,1.71,0.3283582089552239,0.3283582089552239
6627-CFOSN,0.0,Female,0,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.45,5623.7,3.32,0.8079601990049752,0.8089552238805969
6629-CZTTH,1.0,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.7,55.7,1.86,0.37263681592039805,0.3731343283582089
6629-LADHQ,0.0,Female,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.95,123.05,1.7,0.32537313432835824,0.3253731343283582
6630-UJZMY,0.0,Female,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.25,308.05,2.78,0.6467661691542289,0.6477611940298507
6631-HMANX,0.0,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.45,6227.5,2.85,0.6686567164179105,0.6686567164179105
6633-MPWBS,1.0,Male,0,No,No,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.2,216.9,1.64,0.3079601990049752,0.30746268656716413
6633-SYEUS,0.0,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),83.2,2032.3,2.77,0.646268656716418,0.6447761194029851
6635-CPNUN,0.0,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),96.6,2684.35,3.22,0.7796019900497512,0.7791044776119403
6635-MYYYZ,1.0,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.35,2530.4,2.84,0.6676616915422885,0.6656716417910448
6637-KYRCV,0.0,Female,0,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.5,167.2,1.02,0.12189054726368159,0.12238805970149254
6641-XRPSU,1.0,Female,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.0,2416.1,2.33,0.5149253731343284,0.5134328358208956
6645-MXQJT,0.0,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.1,184.15,3.24,0.7845771144278606,0.7850746268656718
6646-JPPHA,0.0,Female,1,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.85,1043.8,2.63,0.6029850746268656,0.6029850746268657
6646-QVXLR,1.0,Male,1,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35,3.46,0.8507462686567164,0.8507462686567164
6646-VRFOL,1.0,Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,5485.5,3.46,0.8517412935323383,0.8507462686567164
6647-ZEDXT,0.0,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.45,3327.05,3.68,0.9174129353233831,0.9164179104477612
6648-INWPS,0.0,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.15,341.35,0.67,0.018905472636815905,0.017910447761194045
6648-RXFRG,,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.8,620.35,2.89,0.682089552238806,0.6805970149253732
6650-BWFRT,0.0,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.15,8529.5,3.9,0.9840796019900498,0.982089552238806
6650-VJONK,0.0,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),43.85,43.85,1.46,0.254726368159204,0.2537313432835821
6651-AZVTJ,1.0,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,3.33,0.8114427860696517,0.8119402985074627
6651-RLGGM,0.0,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.3,1688.9,0.88,0.0800995024875622,0.08059701492537313
6652-YFFJO,0.0,Female,0,No,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.9,716.1,2.16,0.464179104477612,0.46268656716417916
6653-CBBOM,1.0,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,2.34,0.517910447761194,0.5164179104477612
6654-QGBZZ,0.0,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,0.66,0.01641791044776118,0.014925373134328372
6655-LHBYW,0.0,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.35,5791.1,3.81,0.9562189054726368,0.9552238805970149
6656-GULJQ,0.0,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.55,6093.3,2.78,0.6497512437810945,0.6477611940298507
6656-JWRQX,0.0,Female,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,30.55,30.55,1.02,0.12238805970149254,0.12238805970149254
6661-EIPZC,0.0,Female,0,Yes,Yes,48,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),29.5,1423.05,0.98,0.11194029850746269,0.11044776119402985
6661-HBGWL,1.0,Female,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45,3.49,0.8606965174129353,0.8597014925373135
6663-JOCQO,0.0,Male,0,Yes,Yes,31,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.25,2344.5,2.51,0.5671641791044776,0.5671641791044776
6664-FPDAC,1.0,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,6418.9,3.73,0.9323383084577115,0.9313432835820895
6668-CNMFP,0.0,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),89.35,1686.85,2.98,0.7074626865671642,0.7074626865671642
6670-MFRPK,0.0,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.2,5420.65,2.64,0.6064676616915423,0.6059701492537314
6671-NGWON,0.0,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,150.6,0.68,0.020895522388059716,0.02089552238805972
6674-KVJHG,0.0,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.2,245.15,0.84,0.06915422885572138,0.06865671641791044
